distance,cab_type,time_stamp,destination,source,price,surge_multiplier,id,product_id,name,date,month,hour,dayofweek,weekend,rush_hour,cab_freq,cab_type_mean
0.55,Uber,1543364662236,South Station,Theatre District,16.0,1.0,2294d901-c0a9-4931-a5f1-05402235d031,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-28 00:24:22.236,11,0,2,0,0,0.5043892922943535,15.743446497636441
0.55,Uber,1543633080685,South Station,Theatre District,26.0,1.0,5000230e-0784-4b55-889f-3f2f90e5644d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-12-01 02:58:00.685,12,2,5,1,0,0.5043892922943535,15.743446497636441
0.55,Uber,1543765084743,South Station,Theatre District,7.5,1.0,571712f3-cffc-4d6a-a5ee-be6803bddaef,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-12-02 15:38:04.743,12,15,6,1,0,0.5043892922943535,15.743446497636441
0.55,Uber,1543883581242,South Station,Theatre District,10.5,1.0,782eed6f-0008-4355-8f82-c9ba4cf53d67,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-12-04 00:33:01.242,12,0,1,0,0,0.5043892922943535,15.743446497636441
0.55,Uber,1543466358217,South Station,Theatre District,7.0,1.0,83b7535c-0b3a-4b30-9728-ccb871b6663b,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29 04:39:18.217,11,4,3,0,0,0.5043892922943535,15.743446497636441
0.55,Uber,1543321642026,South Station,Theatre District,7.0,1.0,a7516722-ddd6-4d77-a7ff-7178acec9d48,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-27 12:27:22.026,11,12,1,0,0,0.5043892922943535,15.743446497636441
7.46,Uber,1543398068078,Northeastern University,Financial District,13.5,1.0,02d5e800-66d7-4a22-9b60-3b6ae79c5a4c,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 09:41:08.078,11,9,2,0,1,0.5043892922943535,15.743446497636441
7.46,Uber,1543505584952,Northeastern University,Financial District,37.0,1.0,4de8a7b3-90cf-44b8-9be0-ee9d11d97738,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29 15:33:04.952,11,15,3,0,1,0.5043892922943535,15.743446497636441
7.46,Uber,1543323262060,Northeastern University,Financial District,16.0,1.0,5c46d1e6-3931-42ae-a0c6-5b2e03c748c1,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-27 12:54:22.060,11,12,1,0,0,0.5043892922943535,15.743446497636441
7.46,Uber,1545089412745,Northeastern University,Financial District,27.5,1.0,62cde1e0-b5b4-4b1a-8fb1-8619af5a7304,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-12-17 23:30:12.745,12,23,0,0,0,0.5043892922943535,15.743446497636441
7.46,Uber,1543241289586,Northeastern University,Financial District,45.0,1.0,735d9a5d-7ab8-4f9d-a5a0-499ca8f9c163,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-26 14:08:09.586,11,14,0,0,0,0.5043892922943535,15.743446497636441
7.46,Uber,1543651080331,Northeastern University,Financial District,16.0,1.0,85e1e865-0132-4aa0-93bb-a485c9c498c7,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-12-01 07:58:00.331,12,7,5,1,0,0.5043892922943535,15.743446497636441
1.72,Lyft,1543448647928,West End,South Station,5.0,1.0,386cbc4e-f161-449c-b6b6-984c17bfb55f,lyft_line,Shared,2018-11-28 23:44:07.928,11,23,2,0,0,0.49561070770564647,16.91635687732342
1.72,Lyft,1543597387693,West End,South Station,27.5,1.0,498a6c9c-073a-4686-bcda-1cae77c13a4b,lyft_luxsuv,Lux Black XL,2018-11-30 17:03:07.693,11,17,4,0,1,0.49561070770564647,16.91635687732342
1.72,Lyft,1543497475751,West End,South Station,19.5,1.0,4a75b23d-593c-4eb5-88d0-40eac809a7e4,lyft_lux,Lux Black,2018-11-29 13:17:55.751,11,13,3,0,0,0.49561070770564647,16.91635687732342
1.72,Lyft,1543456208454,West End,South Station,9.0,1.0,5ddbddd9-7208-44f4-9708-d3d8427c8a54,lyft,Lyft,2018-11-29 01:50:08.454,11,1,3,0,0,0.49561070770564647,16.91635687732342
1.72,Lyft,1543429884827,West End,South Station,13.5,1.0,9e462c31-6464-408a-8750-72afbab12c35,lyft_plus,Lyft XL,2018-11-28 18:31:24.827,11,18,2,0,1,0.49561070770564647,16.91635687732342
1.72,Lyft,1543436407960,West End,South Station,16.5,1.0,f4e665fc-aaa0-4619-9eb9-94b4f031f20d,lyft_premier,Lux,2018-11-28 20:20:07.960,11,20,2,0,0,0.49561070770564647,16.91635687732342
1.56,Uber,1543431687273,Back Bay,Boston University,13.0,1.0,21b28f52-8636-422a-9bec-35bb5d680a46,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 19:01:27.273,11,19,2,0,0,0.5043892922943535,15.743446497636441
1.56,Uber,1544706919927,Back Bay,Boston University,14.0,1.0,699a3347-d188-4db3-9ab8-3e9d0908f5dc,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-12-13 13:15:19.927,12,13,3,0,0,0.5043892922943535,15.743446497636441
1.56,Uber,1543428986821,Back Bay,Boston University,7.5,1.0,9ec3fbc6-e25b-4bb5-a05b-40eda7bc62a6,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 18:16:26.821,11,18,2,0,1,0.5043892922943535,15.743446497636441
1.56,Uber,1543275014237,Back Bay,Boston University,7.0,1.0,be3fab4e-d3e5-4f2e-8a66-b429b667a82e,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26 23:30:14.237,11,23,0,0,0,0.5043892922943535,15.743446497636441
1.56,Uber,1543404008150,Back Bay,Boston University,7.5,1.0,d605dbef-aaa7-4a95-9446-8426ee56a96c,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-28 11:20:08.150,11,11,2,0,0,0.5043892922943535,15.743446497636441
1.56,Uber,1543291943614,Back Bay,Boston University,26.0,1.0,f4b4c4b1-f7d9-42c7-8f52-223997385088,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-27 04:12:23.614,11,4,1,0,0,0.5043892922943535,15.743446497636441
3.22,Uber,1543417147885,North Station,Northeastern University,9.0,1.0,07e3f32a-a11b-4809-832f-6210280fcf83,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 14:59:07.885,11,14,2,0,0,0.5043892922943535,15.743446497636441
3.22,Uber,1545116710153,North Station,Northeastern University,9.5,1.0,1b064c67-dfa4-4881-be05-186c1e2a9eb3,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-12-18 07:05:10.153,12,7,1,0,1,0.5043892922943535,15.743446497636441
3.22,Uber,1543327763500,North Station,Northeastern University,33.5,1.0,25f254c4-7c39-401f-b230-ac452de9a69d,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-27 14:09:23.500,11,14,1,0,0,0.5043892922943535,15.743446497636441
3.22,Uber,1545096308764,North Station,Northeastern University,20.5,1.0,3bff3471-e9bf-41dd-b2d2-186c0bcfc9f5,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-12-18 01:25:08.764,12,1,1,0,0,0.5043892922943535,15.743446497636441
3.22,Uber,1544740514905,North Station,Northeastern University,9.5,1.0,4773dea5-ec13-48c6-b825-82aaddb10bb0,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-12-13 22:35:14.905,12,22,3,0,0,0.5043892922943535,15.743446497636441
3.22,Uber,1545065106865,North Station,Northeastern University,17.0,1.0,bc6be979-1f12-43a2-9922-9b37a97f6667,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-12-17 16:45:06.865,12,16,0,0,1,0.5043892922943535,15.743446497636441
2.93,Lyft,1543644485565,Fenway,West End,19.5,1.0,08bb9802-f346-47d7-bf2a-8d489b54c8ac,lyft_premier,Lux,2018-12-01 06:08:05.565,12,6,5,1,0,0.49561070770564647,16.91635687732342
2.93,Lyft,1543801084279,Fenway,West End,3.5,1.0,379233c1-9839-4f02-a790-7819d41bd631,lyft_line,Shared,2018-12-03 01:38:04.279,12,1,0,0,0,0.49561070770564647,16.91635687732342
2.93,Lyft,1543452818832,Fenway,West End,22.5,1.0,509ebf62-c23b-4284-ab17-2d23b7b6407a,lyft_lux,Lux Black,2018-11-29 00:53:38.832,11,0,3,0,0,0.49561070770564647,16.91635687732342
2.93,Lyft,1543801683301,Fenway,West End,9.0,1.0,7ca19ef4-951c-4d67-9394-e966c38f6c9c,lyft,Lyft,2018-12-03 01:48:03.301,12,1,0,0,0,0.49561070770564647,16.91635687732342
2.93,Lyft,1543811276116,Fenway,West End,16.5,1.0,86f52dd2-800e-44e6-a88e-b6aa6889cbdf,lyft_plus,Lyft XL,2018-12-03 04:27:56.116,12,4,0,0,0,0.49561070770564647,16.91635687732342
2.93,Lyft,1543414285158,Fenway,West End,34.0,1.0,d050810e-bab9-47f3-973e-b29ea3b882a5,lyft_luxsuv,Lux Black XL,2018-11-28 14:11:25.158,11,14,2,0,0,0.49561070770564647,16.91635687732342
0.62,Uber,1543734479231,West End,Haymarket Square,26.0,1.0,03ca9acd-e837-4a2e-bae8-4ddecf99bb31,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-12-02 07:07:59.231,12,7,6,1,0,0.5043892922943535,15.743446497636441
0.62,Uber,1544929208417,West End,Haymarket Square,11.0,1.0,1ecc6b1e-1d12-4ee2-ba81-6835f0df95e9,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-12-16 03:00:08.417,12,3,6,1,0,0.5043892922943535,15.743446497636441
0.62,Uber,1545107105875,West End,Haymarket Square,7.5,1.0,dc36bf79-62a9-45ac-b983-6940cc466829,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-12-18 04:25:05.875,12,4,1,0,0,0.5043892922943535,15.743446497636441
0.62,Uber,1543509479949,West End,Haymarket Square,16.0,1.0,e0f98a51-4ed4-4206-ab26-1200c5e136cc,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29 16:37:59.949,11,16,3,0,1,0.5043892922943535,15.743446497636441
0.62,Uber,1543462867885,West End,Haymarket Square,6.5,1.0,f5f07e2e-35db-43fe-97bd-be2626351d70,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29 03:41:07.885,11,3,3,0,0,0.5043892922943535,15.743446497636441
0.62,Uber,1543846982806,West End,Haymarket Square,7.5,1.0,f7ba332e-0668-4379-a1b7-f165376e4f35,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-12-03 14:23:02.806,12,14,0,0,0,0.5043892922943535,15.743446497636441
3.11,Lyft,1543672676365,North End,Back Bay,19.5,1.0,52174554-b16b-4673-95eb-823a3cea69e4,lyft_plus,Lyft XL,2018-12-01 13:57:56.365,12,13,5,1,0,0.49561070770564647,16.91635687732342
3.11,Lyft,1543338382354,North End,Back Bay,10.5,1.0,5c0d2a51-b37b-4462-b28a-791a736a99bb,lyft,Lyft,2018-11-27 17:06:22.354,11,17,1,0,1,0.49561070770564647,16.91635687732342
3.11,Lyft,1543450988771,North End,Back Bay,38.5,1.0,6492b6e9-7101-4043-9bd6-be8dff551b00,lyft_luxsuv,Lux Black XL,2018-11-29 00:23:08.771,11,0,3,0,0,0.49561070770564647,16.91635687732342
3.11,Lyft,1544397946604,North End,Back Bay,9.0,1.0,6b6f6eb1-0a13-4ee9-91a1-46a723af5bd0,lyft_line,Shared,2018-12-09 23:25:46.604,12,23,6,1,0,0.49561070770564647,16.91635687732342
3.11,Lyft,1543877584185,North End,Back Bay,27.5,1.0,6c408343-cb76-4bae-af3c-84a6aa54cece,lyft_lux,Lux Black,2018-12-03 22:53:04.185,12,22,0,0,0,0.49561070770564647,16.91635687732342
3.11,Lyft,1543309041945,North End,Back Bay,22.5,1.0,aeac648d-7b52-48ff-9904-ddb79e1b346d,lyft_premier,Lux,2018-11-27 08:57:21.945,11,8,1,0,1,0.49561070770564647,16.91635687732342
3.24,Lyft,1544800507272,North Station,Fenway,7.0,1.0,2fb7b62b-1670-4dc9-bd6a-0cb23fd9f0e2,lyft_line,Shared,2018-12-14 15:15:07.272,12,15,4,0,1,0.49561070770564647,16.91635687732342
0.62,Uber,1543400186146,West End,Haymarket Square,7.5,1.0,41dad473-b8c7-48b3-a132-21776b96faff,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 10:16:26.146,11,10,2,0,0,0.5043892922943535,15.743446497636441
0.62,Uber,1545088805517,West End,Haymarket Square,10.5,1.0,97468c2c-9914-4d85-bafb-d8979b8ada73,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-12-17 23:20:05.517,12,23,0,0,0,0.5043892922943535,15.743446497636441
0.62,Uber,1543612381538,West End,Haymarket Square,16.0,1.0,ad71e6b5-6663-45c3-b851-35fa516e3ffa,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-30 21:13:01.538,11,21,4,0,0,0.5043892922943535,15.743446497636441
0.62,Uber,1544900106433,West End,Haymarket Square,26.0,1.0,b27113f0-84db-4bac-a306-ccb1ea5b6b9b,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-12-15 18:55:06.433,12,18,5,1,0,0.5043892922943535,15.743446497636441
0.62,Uber,1543556276057,West End,Haymarket Square,6.5,1.0,c8ee5258-77d6-43ed-af1a-2ab85b008e1d,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-30 05:37:56.057,11,5,4,0,0,0.5043892922943535,15.743446497636441
0.62,Uber,1543513082395,West End,Haymarket Square,7.5,1.0,f54ba8a6-527d-48fa-b2b2-8b476f09b823,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-29 17:38:02.395,11,17,3,0,1,0.5043892922943535,15.743446497636441
2.66,Uber,1543422727590,Theatre District,Fenway,32.5,1.0,1d504a96-7221-4847-8092-790f952f78b9,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 16:32:07.590,11,16,2,0,1,0.5043892922943535,15.743446497636441
2.66,Uber,1544762406714,Theatre District,Fenway,17.5,1.0,5e87bf88-2a20-403b-b9a9-59e0bc8231f4,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-12-14 04:40:06.714,12,4,4,0,0,0.5043892922943535,15.743446497636441
2.66,Uber,1543746783113,Theatre District,Fenway,11.0,1.0,a9261247-307a-45d7-b253-c343c8a3de2a,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-12-02 10:33:03.113,12,10,6,1,0,0.5043892922943535,15.743446497636441
2.66,Uber,1543308322009,Theatre District,Fenway,11.5,1.0,ac42d250-004a-4269-a2c0-bcef3f2f2592,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-27 08:45:22.009,11,8,1,0,1,0.5043892922943535,15.743446497636441
2.66,Uber,1544727910245,Theatre District,Fenway,11.5,1.0,c13e3f8a-c439-4810-bb11-0945e1d8c941,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-12-13 19:05:10.245,12,19,3,0,0,0.5043892922943535,15.743446497636441
2.66,Uber,1543661284441,Theatre District,Fenway,24.0,1.0,de610f81-4358-4f69-ab16-c5a6447e2b05,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-12-01 10:48:04.441,12,10,5,1,0,0.5043892922943535,15.743446497636441
1.93,Lyft,1543420027393,North Station,South Station,10.5,1.0,03ce08d8-7015-4d34-9e0b-006d5403c06e,lyft,Lyft,2018-11-28 15:47:07.393,11,15,2,0,1,0.49561070770564647,16.91635687732342
1.93,Lyft,1545015009036,North Station,South Station,16.5,1.0,26fc04a0-0812-42e1-9048-b5da9235b897,lyft_plus,Lyft XL,2018-12-17 02:50:09.036,12,2,0,0,0,0.49561070770564647,16.91635687732342
1.93,Lyft,1543460060673,North Station,South Station,32.5,1.0,5e5b0e1e-a5f3-4c4b-be4d-80ab5979d168,lyft_luxsuv,Lux Black XL,2018-11-29 02:54:20.673,11,2,3,0,0,0.49561070770564647,16.91635687732342
1.93,Lyft,1543401307923,North Station,South Station,16.5,1.0,665d6544-eb95-48ae-b49b-7316d752899e,lyft_premier,Lux,2018-11-28 10:35:07.923,11,10,2,0,0,0.49561070770564647,16.91635687732342
1.93,Lyft,1544922316348,North Station,South Station,22.5,1.0,b9091eed-201c-4d4e-8e77-f7f05bf74dba,lyft_lux,Lux Black,2018-12-16 01:05:16.348,12,1,6,1,0,0.49561070770564647,16.91635687732342
1.93,Lyft,1545128705823,North Station,South Station,7.0,1.0,dd19b727-882e-4c87-a995-ce31cffb0399,lyft_line,Shared,2018-12-18 10:25:05.823,12,10,1,0,0,0.49561070770564647,16.91635687732342
4.51,Lyft,1543398427936,Fenway,Financial District,9.0,1.0,1230e1a2-3403-482b-9aa2-9616ffd6af59,lyft_line,Shared,2018-11-28 09:47:07.936,11,9,2,0,1,0.49561070770564647,16.91635687732342
4.51,Lyft,1543861979917,Fenway,Financial District,34.0,1.0,1ca19b6a-f12a-4190-9dfb-4969a9ac05b5,lyft_lux,Lux Black,2018-12-03 18:32:59.917,12,18,0,0,1,0.49561070770564647,16.91635687732342
4.51,Lyft,1544921405697,Fenway,Financial District,13.5,1.0,350fd63c-83d1-454c-8588-dc4e6cad28ca,lyft,Lyft,2018-12-16 00:50:05.697,12,0,6,1,0,0.49561070770564647,16.91635687732342
4.51,Lyft,1545033311855,Fenway,Financial District,26.0,1.0,7c0d39e0-5942-4bb3-af1b-5263482256cf,lyft_premier,Lux,2018-12-17 07:55:11.855,12,7,0,0,1,0.49561070770564647,16.91635687732342
4.51,Lyft,1543459159173,Fenway,Financial District,22.5,1.0,ad1031b7-3444-4473-b5f1-5c0a7bf91c5a,lyft_plus,Lyft XL,2018-11-29 02:39:19.173,11,2,3,0,0,0.49561070770564647,16.91635687732342
4.51,Lyft,1544679003460,Fenway,Financial District,42.5,1.0,f45a6b4f-764e-470d-85a4-07fe6fa76883,lyft_luxsuv,Lux Black XL,2018-12-13 05:30:03.460,12,5,3,0,0,0.49561070770564647,16.91635687732342
1.3,Uber,1543338742354,Theatre District,South Station,27.5,1.0,76adb1b7-de05-42aa-887d-395a4bb0cded,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-27 17:12:22.354,11,17,1,0,1,0.5043892922943535,15.743446497636441
1.3,Uber,1543773483467,Theatre District,South Station,7.5,1.0,88dfcf42-0a16-43f3-8dcb-a9537b4bea12,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-12-02 17:58:03.467,12,17,6,1,0,0.5043892922943535,15.743446497636441
1.3,Uber,1544934303676,Theatre District,South Station,13.5,1.0,96318ed3-890f-4f6f-a855-900ff85789d7,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-12-16 04:25:03.676,12,4,6,1,0,0.5043892922943535,15.743446497636441
1.3,Uber,1543905485837,Theatre District,South Station,9.5,1.0,b5851457-4b47-4678-8f72-8bb251121796,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-12-04 06:38:05.837,12,6,1,0,1,0.5043892922943535,15.743446497636441
1.3,Uber,1543358362970,Theatre District,South Station,17.0,1.0,c478e446-a2d9-421f-857c-1fb0b43039b1,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-27 22:39:22.970,11,22,1,0,0,0.5043892922943535,15.743446497636441
1.3,Uber,1543329202523,Theatre District,South Station,9.5,1.0,cfd8e978-753d-4b9e-b3c1-a66620d8beba,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-27 14:33:22.523,11,14,1,0,0,0.5043892922943535,15.743446497636441
2.15,Lyft,1543317502085,South Station,North Station,16.5,1.0,1d077a35-65bc-45d9-88f2-acb198647e87,lyft_premier,Lux,2018-11-27 11:18:22.085,11,11,1,0,0,0.49561070770564647,16.91635687732342
2.15,Lyft,1544995814341,South Station,North Station,19.5,1.0,46204050-da80-4bd2-9d6e-9afdb89bd83b,lyft_lux,Lux Black,2018-12-16 21:30:14.341,12,21,6,1,0,0.49561070770564647,16.91635687732342
2.15,Lyft,1544992511640,South Station,North Station,5.0,1.0,578e1a65-72e3-481d-966f-d3f03dd5830b,lyft_line,Shared,2018-12-16 20:35:11.640,12,20,6,1,0,0.49561070770564647,16.91635687732342
2.15,Lyft,1543727880478,South Station,North Station,27.5,1.0,8122a6ad-c136-4dc1-beff-b1bbc3396a1f,lyft_luxsuv,Lux Black XL,2018-12-02 05:18:00.478,12,5,6,1,0,0.49561070770564647,16.91635687732342
2.15,Lyft,1543746181795,South Station,North Station,13.5,1.0,98b70c03-bdc6-4711-8c49-34b77bc96f97,lyft_plus,Lyft XL,2018-12-02 10:23:01.795,12,10,6,1,0,0.49561070770564647,16.91635687732342
2.15,Lyft,1544912407615,South Station,North Station,9.0,1.0,d5f3e717-4044-414a-9d03-9e95f4a2eaaa,lyft,Lyft,2018-12-15 22:20:07.615,12,22,5,1,0,0.49561070770564647,16.91635687732342
2.66,Uber,1544941503644,Fenway,Theatre District,31.5,1.0,8258fc20-8795-4493-b014-be4fdd6d4640,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-12-16 06:25:03.644,12,6,6,1,0,0.5043892922943535,15.743446497636441
2.66,Uber,1543590779353,Fenway,Theatre District,10.0,1.0,b14a4abd-442a-4bf9-bec6-fb3fbf9bcbc6,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-30 15:12:59.353,11,15,4,0,1,0.5043892922943535,15.743446497636441
2.66,Uber,1545009614018,Fenway,Theatre District,15.0,1.0,f714115e-e653-488c-aa40-59e3c2ee24a3,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-12-17 01:20:14.018,12,1,0,0,0,0.5043892922943535,15.743446497636441
2.9,Lyft,1543664581686,Boston University,West End,7.0,1.0,20736986-27fb-4184-a3a6-3b5bba968dc7,lyft_line,Shared,2018-12-01 11:43:01.686,12,11,5,1,0,0.49561070770564647,16.91635687732342
2.9,Lyft,1544938510037,Boston University,West End,22.5,1.0,4deb0767-0151-429c-a4d4-6d00fc67e95e,lyft_lux,Lux Black,2018-12-16 05:35:10.037,12,5,6,1,0,0.49561070770564647,16.91635687732342
2.9,Lyft,1544946310202,Boston University,West End,32.5,1.0,56f7fa1a-3e20-4a90-ba0d-708010ff996e,lyft_luxsuv,Lux Black XL,2018-12-16 07:45:10.202,12,7,6,1,0,0.49561070770564647,16.91635687732342
2.9,Lyft,1543274114407,Boston University,West End,10.5,1.0,599ca66c-9a33-4fe2-b3f4-22c19ac00372,lyft,Lyft,2018-11-26 23:15:14.407,11,23,0,0,0,0.49561070770564647,16.91635687732342
2.9,Lyft,1543504683601,Boston University,West End,19.5,1.0,d6694796-2d86-469f-9307-473017fcb443,lyft_premier,Lux,2018-11-29 15:18:03.601,11,15,3,0,1,0.49561070770564647,16.91635687732342
2.9,Lyft,1544702107471,Boston University,West End,16.5,1.0,f4ce1244-3bb4-4632-9c59-7c79ae5e2974,lyft_plus,Lyft XL,2018-12-13 11:55:07.471,12,11,3,0,0,0.49561070770564647,16.91635687732342
3.05,Uber,1544907312771,Fenway,North Station,16.5,1.0,1fc4c6b1-2ef6-4ac4-8b87-040988ad4699,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-12-15 20:55:12.771,12,20,5,1,0,0.5043892922943535,15.743446497636441
3.05,Uber,1543442348222,Fenway,North Station,10.5,1.0,6d7d0eb1-0da8-4b90-b57a-419d20582784,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 21:59:08.222,11,21,2,0,0,0.5043892922943535,15.743446497636441
3.05,Uber,1543213502386,Fenway,North Station,10.5,1.0,73b49858-9a66-49ff-9163-0c92945b2633,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-26 06:25:02.386,11,6,0,0,1,0.5043892922943535,15.743446497636441
3.05,Uber,1545058811877,Fenway,North Station,10.0,1.0,75533be3-0af7-4ae0-9bf1-57cab4c72b48,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-12-17 15:00:11.877,12,15,0,0,1,0.5043892922943535,15.743446497636441
3.05,Uber,1545048905958,Fenway,North Station,22.5,1.0,8dbaf18f-d8ca-4e4d-99b4-02db2ebfcf30,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-12-17 12:15:05.958,12,12,0,0,0,0.5043892922943535,15.743446497636441
3.05,Uber,1544820911317,Fenway,North Station,29.5,1.0,b7274870-8585-4b01-b1db-c1b9267104c7,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-12-14 20:55:11.317,12,20,4,0,0,0.5043892922943535,15.743446497636441
1.61,Uber,1544994012678,Haymarket Square,Theatre District,8.5,1.0,1319983d-2369-4e54-8b77-8a1446808d15,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-12-16 21:00:12.678,12,21,6,1,0,0.5043892922943535,15.743446497636441
1.61,Uber,1543884780206,Haymarket Square,Theatre District,16.5,1.0,34f36a97-8bca-4cf2-823a-147e45b44b2e,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-12-04 00:53:00.206,12,0,1,0,0,0.5043892922943535,15.743446497636441
1.61,Uber,1543402388032,Haymarket Square,Theatre District,12.5,1.0,72a4e18f-eba6-457b-a066-549269d4ad54,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 10:53:08.032,11,10,2,0,0,0.5043892922943535,15.743446497636441
1.61,Uber,1544766911368,Haymarket Square,Theatre District,27.5,1.0,781512e7-1f17-4930-919f-0bc75d37f26a,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-12-14 05:55:11.368,12,5,4,0,0,0.5043892922943535,15.743446497636441
1.61,Uber,1543545782500,Haymarket Square,Theatre District,8.5,1.0,79cb83ee-c060-4279-bf19-acc82fdcc83e,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-30 02:43:02.500,11,2,4,0,0,0.5043892922943535,15.743446497636441
1.61,Uber,1544776205244,Haymarket Square,Theatre District,8.5,1.0,a25381b0-166c-415b-b3f8-8d7800045b2c,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-12-14 08:30:05.244,12,8,4,0,1,0.5043892922943535,15.743446497636441
2.3,Lyft,1544727603617,Boston University,Beacon Hill,22.5,1.0,1079727c-72ac-435e-a37a-c7f425ad862c,lyft_lux,Lux Black,2018-12-13 19:00:03.617,12,19,3,0,0,0.49561070770564647,16.91635687732342
2.3,Lyft,1543411584145,Boston University,Beacon Hill,16.5,1.0,71955542-358e-4a13-8628-2fbcf1ac9cc9,lyft_premier,Lux,2018-11-28 13:26:24.145,11,13,2,0,0,0.49561070770564647,16.91635687732342
2.3,Lyft,1543536179595,Boston University,Beacon Hill,32.5,1.0,a5a8efde-f52b-47b1-944d-e90d0d2d2226,lyft_luxsuv,Lux Black XL,2018-11-30 00:02:59.595,11,0,4,0,0,0.49561070770564647,16.91635687732342
2.3,Lyft,1544691303922,Boston University,Beacon Hill,7.0,1.0,d5399490-a0f3-493b-84bd-15bb9d26b93f,lyft_line,Shared,2018-12-13 08:55:03.922,12,8,3,0,1,0.49561070770564647,16.91635687732342
2.3,Lyft,1543732679739,Boston University,Beacon Hill,16.5,1.0,f19ac230-6b79-4642-8780-82e5d25bb3b1,lyft_plus,Lyft XL,2018-12-02 06:37:59.739,12,6,6,1,0,0.49561070770564647,16.91635687732342
